Signal Legend:

Key        Signal Name

0        = rom:inst2|q
1        = fft:inst1|source_real
2        = fft:inst1|source_imag
3        = data_modulus:inst9|data_modulus
4        = fir:inst|ast_source_data

Data Table:

Signals-> 0     1    2    3   4        

sample

648       -2048 0    0    0   3887252  
649       -2048 0    0    9   3874967  
650       -2048 0    0    0   3850397  
651       -2048 0    0    0   3809447  
652       -2048 0    0    0   3743927  
653       -2048 0    0    0   3649742  
654       -2048 -2   -9   0   3518702  
655       -2048 0    0    0   3342617  
656       -2048 0    0    0   3121487  
657       -2048 0    0    9   2847122  
658       -2048 0    0    0   2523617  
659       -2048 0    0    0   2146877  
660       -2048 0    0    0   1725092  
661       -2048 0    0    0   1262357  
662       -2048 9    1    0   770957   
663       -2048 0    0    0   259082   
664       -2048 0    0    0   -260983  
665       -2048 0    0    9   -772858  
666       -2048 0    0    0   -1264258 
667       -2048 0    0    0   -1726993 
668       -2048 0    0    0   -2148778 
669       -2048 0    0    0   -2525518 
670       -2048 -3   9    0   -2849023 
671       -2048 0    0    0   -3123388 
672       -2048 0    0    0   -3344518 
673       -2048 0    0    9   -3520603 
674       -2048 0    0    0   -3651643 
675       -2048 0    0    0   -3745828 
676       -2048 0    0    0   -3811348 
677       -2048 0    0    0   -3852298 
678       -2048 -8   -4   0   -3876868 
679       -2048 0    0    0   -3889153 
680       -2048 0    0    0   -3893248 
681       -2048 0    0    8   -3893248 
682       -2048 0    0    0   -3893248 
683       -2048 0    0    0   -3893248 
684       -2048 0    0    0   -3893248 
685       -2048 0    0    0   -3893248 
686       -2048 7    -7   0   -3893248 
687       -2048 0    0    0   -3893248 
688       -2048 0    0    0   -3893248 
689       -2048 0    0    9   -3893248 
690       -2048 0    0    0   -3893248 
691       -2048 0    0    0   -3893248 
692       -2048 0    0    0   -3893248 
693       -2048 0    0    0   -3893248 
694       -2048 5    7    0   -3893248 
695       -2048 0    0    0   -3893248 
696       -2048 0    0    0   -3893248 
697       -2048 0    0    8   -3893248 
698       -2048 0    0    0   -3893248 
699       -2048 0    0    0   -3893248 
700       -2048 0    0    0   -3893248 
701       -2048 0    0    0   -3893248 
702       -2048 -8   3    0   -3893248 
703       -2048 0    0    0   -3893248 
704       -2048 0    0    0   -3893248 
705       -2048 0    0    8   -3893248 
706       -2048 0    0    0   -3893248 
707       -2048 0    0    0   -3893248 
708       -2048 0    0    0   -3893248 
709       -2048 0    0    0   -3893248 
710       -2048 -1   -9   0   -3893248 
711       -2048 0    0    0   -3893248 
712       -2048 0    0    0   -3893248 
713       -2048 0    0    9   -3893248 
714       -2048 0    0    0   -3893248 
715       -2048 0    0    0   -3893248 
716       -2048 0    0    0   -3893248 
717       -2048 0    0    0   -3893248 
718       -2048 9    1    0   -3893248 
719       -2048 0    0    0   -3893248 
720       -2048 0    0    0   -3893248 
721       -2048 0    0    9   -3893248 
722       -2048 0    0    0   -3893248 
723       -2048 0    0    0   -3893248 
724       -2048 0    0    0   -3893248 
725       -2048 0    0    0   -3893248 
726       -2048 -2   9    0   -3893248 
727       -2048 0    0    0   -3893248 
728       -2048 0    0    0   -3893248 
729       -2048 0    0    9   -3893248 
730       -2048 0    0    0   -3893248 
731       -2048 0    0    0   -3893248 
732       -2048 0    0    0   -3893248 
733       -2048 0    0    0   -3893248 
734       -2048 -8   -4   0   -3893248 
735       -2048 0    0    0   -3893248 
736       -2048 0    0    0   -3893248 
737       -2048 0    0    8   -3893248 
738       -2048 0    0    0   -3893248 
739       -2048 0    0    0   -3893248 
740       -2048 0    0    0   -3893248 
741       -2048 0    0    0   -3893248 
742       -2048 6    -6   0   -3893248 
743       -2048 0    0    0   -3893248 
744       -2048 0    0    0   -3893248 
745       -2048 0    0    8   -3893248 
746       -2048 0    0    0   -3893248 
747       -2048 0    0    0   -3893248 
748       -2048 0    0    0   -3893248 
749       -2048 0    0    0   -3893248 
750       -2048 5    7    0   -3893248 
751       -2048 0    0    0   -3893248 
752       -2048 0    0    0   -3893248 
753       -2048 0    0    8   -3893248 
754       -2048 0    0    0   -3893248 
755       -2048 0    0    0   -3893248 
756       2047  0    0    0   -3893248 
757       2047  0    0    0   -3893248 
758       2047  -8   4    0   -3893248 
759       2047  0    0    0   -3893248 
760       2047  0    0    0   -3893248 
761       2047  0    0    8   -3893248 
762       2047  0    0    0   -3893248 
763       2047  0    0    0   -3893248 
764       2047  0    0    0   -3893248 
765       2047  0    0    0   -3893248 
766       2047  -2   -8   0   -3893248 
767       2047  0    0    0   -3893248 
768       2047  0    0    0   -3893248 
769       2047  0    0    8   -3893248 
770       2047  0    0    0   -3893248 
771       2047  0    0    0   -3893248 
772       2047  0    0    0   -3893248 
773       2047  0    0    0   -3893248 
774       2047  9    0    0   -3893248 
775       2047  0    0    0   -3893248 
776       2047  0    0    0   -3889153 
777       2047  0    0    9   -3876868 
778       2047  0    0    0   -3852298 
779       2047  0    0    0   -3811348 
780       2047  0    0    0   -3745828 
781       2047  0    0    0   -3651643 
782       2047  -2   8    0   -3520603 
783       2047  0    0    0   -3344518 
784       2047  0    0    0   -3123388 
785       2047  0    0    8   -2849023 
786       2047  0    0    0   -2525518 
787       2047  0    0    0   -2148778 
788       2047  0    0    0   -1726993 
789       2047  0    0    0   -1264258 
790       2047  -7   -4   0   -772858  
791       2047  0    0    0   -260983  
792       2047  0    0    0   259082   
793       2047  0    0    8   770957   
794       2047  0    0    0   1262357  
795       2047  0    0    0   1725092  
796       2047  0    0    0   2146877  
797       2047  0    0    0   2523617  
798       2047  5    -7   0   2847122  
799       2047  0    0    0   3121487  
800       2047  0    0    0   3342617  
801       2047  0    0    8   3518702  
802       2047  0    0    0   3649742  
803       2047  0    0    0   3743927  
804       2047  0    0    0   3809447  
805       2047  0    0    0   3850397  
806       2047  5    6    0   3874967  
807       2047  0    0    0   3887252  
808       2047  0    0    0   3891347  
809       2047  0    0    7   3891347  
810       2047  0    0    0   3891347  
811       2047  0    0    0   3891347  
812       2047  0    0    0   3891347  
813       2047  0    0    0   3891347  
814       2047  -7   4    0   3891347  
815       2047  0    0    0   3891347  
816       2047  0    0    0   3891347  
817       2047  0    0    8   3891347  
818       2047  0    0    0   3891347  
819       2047  0    0    0   3891347  
820       2047  0    0    0   3891347  
821       2047  0    0    0   3891347  
822       2047  -2   -8   0   3891347  
823       2047  0    0    0   3891347  
824       2047  0    0    0   3891347  
825       2047  0    0    8   3891347  
826       2047  0    0    0   3891347  
827       2047  0    0    0   3891347  
828       2047  0    0    0   3891347  
829       2047  0    0    0   3891347  
830       2047  8    0    0   3891347  
831       2047  0    0    0   3891347  
832       2047  0    0    0   3891347  
833       2047  0    0    8   3891347  
834       2047  0    0    0   3891347  
835       2047  0    0    0   3891347  
836       2047  0    0    0   3891347  
837       2047  0    0    0   3891347  
838       2047  -2   8    0   3891347  
839       2047  0    0    0   3891347  
840       2047  0    0    0   3891347  
841       2047  0    0    8   3891347  
842       2047  0    0    0   3891347  
843       2047  0    0    0   3891347  
844       2047  0    0    0   3891347  
845       2047  0    0    0   3891347  
846       2047  -8   -3   0   3891347  
847       2047  0    0    0   3891347  
848       2047  0    0    0   3891347  
849       2047  0    0    8   3891347  
850       2047  0    0    0   3891347  
851       2047  0    0    0   3891347  
852       2047  0    0    0   3891347  
853       2047  0    0    0   3891347  
854       2047  5    -6   0   3891347  
855       2047  0    0    0   3891347  
856       2047  0    0    0   3891347  
857       2047  0    0    7   3891347  
858       2047  0    0    0   3891347  
859       2047  0    0    0   3891347  
860       2047  0    0    0   3891347  
861       2047  0    0    0   3891347  
862       2047  6    6    0   3891347  
863       2047  0    0    0   3891347  
864       2047  0    0    0   3891347  
865       2047  0    0    8   3891347  
866       2047  0    0    0   3891347  
867       2047  0    0    0   3891347  
868       2047  0    0    0   3891347  
869       2047  0    0    0   3891347  
870       2047  -7   4    0   3891347  
871       2047  0    0    0   3891347  
872       2047  0    0    0   3891347  
873       2047  0    0    8   3891347  
874       2047  0    0    0   3891347  
875       2047  0    0    0   3891347  
876       2047  0    0    0   3891347  
877       2047  0    0    0   3891347  
878       2047  -2   -8   0   3891347  
879       2047  0    0    0   3891347  
880       2047  0    0    0   3891347  
881       2047  0    0    8   3891347  
882       2047  0    0    0   3891347  
883       2047  0    0    0   3891347  
884       -2048 0    0    0   3891347  
885       -2048 0    0    0   3891347  
886       -2048 8    0    0   3891347  
887       -2048 0    0    0   3891347  
888       -2048 0    0    0   3891347  
889       -2048 0    0    8   3891347  
890       -2048 0    0    0   3891347  
891       -2048 0    0    0   3891347  
892       -2048 0    0    0   3891347  
893       -2048 0    0    0   3891347  
894       -2048 -2   8    0   3891347  
895       -2048 0    0    0   3891347  
